id,name,note,category,drop1_id,drop1_name,drop1_probability,drop2_id,drop2_name,drop2_probability
718,"Tempest Wyvern","LV: 80 | A winged serpent that commands storms and deluges the battlefield with torrential fury
<Char:$SerpentineWyvern>
<Archetype: Serpent>
<Biome: Caves, Highlands, Mountains, Sky Isles>
<Speed: 4>
<Movement: Approach>
<It: Un serpente alato che comanda le tempeste e inonda il campo di battaglia con furia torrenziale>",dragon,0577,"Oil Flask",1/3,,"",
719,"Infernal Pyromancer","LV: 82 | A hellspawn sorcerer who bathes foes in unquenchable flames and searing ash
<Char:$VileWitch>
<Archetype: Demon>
<Biome: Caves, Cultist Lair, Cursed Lands, Forest, Sacred Grove, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Uno stregone infernale che immerge i nemici in fiamme inestinguibili e ceneri ardenti>",biological,0571,"Leather",1/5,,"",
720,"Crystal Automaton","LV: 78 | An arcane construct of living crystal, its shield shatters armor and its visor blinds attackers
<Char:$SoldierAutomaton>
<Archetype: Robot>
<Biome: Crystal Caves, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un costrutto arcano di cristallo vivente, il suo scudo frantuma l'armatura e la sua visiera acceca gli aggressori>",mechanical,0583,"Microchip",1/5,,"",
721,"Obsidian Wraith","LV: 79 | A shadowy specter clad in volcanic glass, it ensnares minds and silences all hope
<Char:$UnholySkull>
<Archetype: Ghost>
<Biome: Haunted Moor, Secret Laboratory, Spirit Realm, Volcano>
<Speed: 5>
<Movement: Approach>
<It: Uno spettro oscuro rivestito di vetro vulcanico, intrappola le menti e mette a tacere ogni speranza>",spirit,0579,"Arcane Essence",1/3,,"",
722,"Earthen Colossus","LV: 85 | A gargantuan golem of bedrock and ore, it quakes the earth and sends razor shards flying
<Char:$StoneGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Highlands, Mountains>
<Speed: 2>
<Movement: Approach>
<It: Un gigantesco golem di roccia e minerale, fa tremare la terra e lancia schegge di rasoio in aria>",golem,0565,"Steel ingot",1/4,0566,"Titanium ingot",1/5
723,"Chrono Consumer","LV: 85 | A ravenous voidspawn that feeds on the flow of time itself, warping reality around its prey<Char:$WarpLord>
<Archetype: Voidspawn>
<Biome: Eldritch Dimension, Underdark>
<Speed: 3>
<Movement: Random>
<It: Una creatura del vuoto vorace che si nutre del flusso del tempo stesso, deformando la realtà attorno alla sua preda>",biological,0571,"Leather",1/4,,"",
724,"Inferno Archivist","LV: 83 | A demonic scribe who channels searing flames into forbidden tomes, incinerating knowledge and flesh alike<Char:$RedDevil>
<Archetype: Demon>
<Biome: Cursed Lands, Forest, Grasslands, Plains, Sewers, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Uno scriba demoniaco che incanala fiamme ardenti in tomi proibiti, incenerendo allo stesso modo conoscenza e carne>",biological,0571,"Leather",1/4,0573,"Bone",1/4
725,"Mechanized Harbinger","LV: 87 | A relentless automaton built for riot control, deploying non-lethal and brutal measures with mechanical precision<Char:$SoldierAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un automa implacabile costruito per il controllo delle rivolte, che impiega misure non letali e brutali con precisione meccanica>",mechanical,0583,"Microchip",1/8,0582,"Circuit Board",1/6
726,"Abyssal Siren","LV: 82 | A haunting merfolk whose mournful song drags victims into oblivion beneath the waves<Char:$MerfolkMystic>
<Archetype: AquaticFish>
<Biome: Deep Sea, Crystal Caves, Sacred Grove>
<Speed: 3>
<Movement: Random>
<It: Un'inquietante tritone il cui canto lugubre trascina le vittime nell'oblio sotto le onde>",crystalline,0568,"Crystal",1/2,,"",
727,"Ember Warder","LV: 80 | A molten sentinel forged in rock and flame, protecting sacred forges with impenetrable stone plating<Char:$StoneGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Highlands, Mountains, Volcano>
<Speed: 2>
<Movement: Approach>
<It: Una sentinella fusa forgiata nella roccia e nel fuoco, che protegge le fucine sacre con una placcatura di pietra impenetrabile>",golem,0565,"Steel ingot",1/4,,"",
728,"Ember Caster","LV: 10 | Apprentice of flames
<Char:$NovicePyromancer>
<Archetype: Voidspawn>
<Biome: Eldritch Dimension, Glacial Wastes, Tundra, Underdark, Volcano>
<Speed: 3>
<Movement: Random>
<It: Apprendista delle fiamme>",biological,0573,"Bone",1/3,0571,"Leather",1/5
729,"Frost Weaver","LV: 20 | Master of ice and frost
<Char:$VileWitch>
<Archetype: Humanoid>
<Biome: Forest, Glacial Wastes, Sacred Grove, Tundra>
<Speed: 3>
<Movement: Approach>
<It: Maestro del ghiaccio e del gelo>",biological,0573,"Bone",1/3,,"",
730,"Storm Caller","LV: 30 | Bringer of thunder and lightning
<Char:$AirElemental>
<Archetype: Elemental>
<Biome: Highlands, Secret Laboratory, Sky Isles>
<Speed: 4>
<Movement: Approach>
<It: Portatore di tuoni e fulmini>",elemental,0577,"Oil Flask",1/5,,"",
731,"Tide Sorcerer","LV: 40 | Master of the ocean’s fury
<Char:$WaterElemental>
<Archetype: Elemental>
<Biome: Cultist Lair, Lake>
<Speed: 4>
<Movement: Approach>
<It: Signore della furia dell'oceano>",biological,0571,"Leather",1/4,,"",
732,"Arcane Archmage","LV: 50 | Grandmaster of all schools of magic
<Char:$BeginnerEnchanter>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Gran Maestro di tutte le scuole di magia>",biological,0573,"Bone",1/4,0571,"Leather",1/4
733,"Halo Acolyte","LV: 15 | A novice of the divine light, wielding basic prayers and protective auras
<Char:$RighteousDeva>
<Archetype: Humanoid>
<Biome: Cultist Lair, Glacial Wastes, Tundra>
<Speed: 3>
<Movement: Approach>
<It: Un novizio della luce divina, che esercita preghiere di base e aure protettive>",biological,0574,"Meat",1/4,,"",
734,"Luminous Deacon","LV: 25 | A devoted cleric who shapes light into shields and healing prayers
<Char:$RoyalGuard>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un chierico devoto che trasforma la luce in scudi e preghiere di guarigione>",biological,0573,"Bone",1/5,,"",
735,"Seraphic Emissary","LV: 35 | A celestial envoy whose wings shine with righteous fire and judgment
<Char:$ResoluteAngel>
<Archetype: CrystalEntity>
<Biome: Crystal Caves>
<Speed: 3>
<Movement: Random>
<It: Un inviato celeste le cui ali brillano di fuoco giusto e giudizio>",crystalline,0568,"Crystal",1/2,,"",
736,"Radiant Archpriest","LV: 45 | The supreme conduit of divine power, weaving life, death, and judgment in equal measure
<Char:$MagnificentColossus>
<Archetype: CrystalEntity>
<Biome: Crystal Caves, Glacial Wastes, Mountains, Tundra>
<Speed: 3>
<Movement: Random>
<It: Il canale supremo del potere divino, che intreccia vita, morte e giudizio in egual misura>",crystalline,0568,"Crystal",1/4,,"",
737,"Prismatic Polychromus","LV: 65 | A living sculpture of kaleidoscopic crystal shards that refract reality itself.<Char:$Adamantium Golem>
<Archetype: CrystalEntity>
<Biome: Abandoned Mines, Caves, Crystal Caves, Highlands, Mountains>
<Speed: 3>
<Movement: Random>
<It: Una scultura vivente di frammenti di cristallo caleidoscopici che rifrangono la realtà stessa.>",golem,0565,"Steel ingot",1/5,,"",
738,"Easel Entropy","LV: 58 | A warped canvas inhabited by chaotic pigments that twist forms into nightmarish parodies.<Char:$HungryMimic>
<Archetype: Mutant>
<Biome: Abandoned Mines, Ancient Crypt, Caves, Eldritch Dimension>
<Speed: 3>
<Movement: Random>
<It: Una tela deformata, abitata da pigmenti caotici che distorcono le forme trasformandole in parodie da incubo.>",biological,0574,"Meat",1/4,,"",
739,"Chromatic Manticore","LV: 72 | A legendary beast whose mane and tail spin with chaotic hues, its roar warping reality in a spectrum of fear.<Char:$MenacingMedusa>
<Archetype: Beast>
<Biome: Secret Laboratory>
<Speed: 4>
<Movement: Approach>
<It: Una bestia leggendaria la cui criniera e la cui coda turbinano con tinte caotiche, il cui ruggito deforma la realtà in uno spettro di paura.>",biological,0573,"Bone",1/3,,"",
740,"Palette Phantom","LV: 63 | A spectral artist that drapes the battlefield in haunting hues, leaving foes lost in its colorful illusions.<Char:$PoisonGhost>
<Archetype: Ghost>
<Biome: Caves, Spirit Realm>
<Speed: 5>
<Movement: Approach>
<It: Un artista spettrale che drappeggia il campo di battaglia con tinte inquietanti, lasciando i nemici persi nelle sue illusioni colorate.>",spirit,0579,"Arcane Essence",1/3,,"",
741,"Sculptor's Sorrow","LV: 70 | Once a masterpiece, now a forlorn statue that weeps obsidian tears capable of corroding the soul.<Char:$GraveRevenant>
<Archetype: ConstructedUndead>
<Biome: Necropolis>
<Speed: 3>
<Movement: Random>
<It: Un tempo capolavoro, ora una statua desolata che piange lacrime di ossidiana capaci di corrodere l'anima.>",biological,0574,"Meat",1/3,0573,"Bone",1/5
742,"Luminescent Mycelian","LV: 55 | A towering fungal colossus whose glowing spores entangle and poison all who draw near.
<Char:$BloatedZombie>
<Archetype: Undead>
<Biome: Mountains, Necropolis>
<Speed: 2>
<Movement: Approach>
<It: Un imponente colosso fungino le cui spore luminose avvolgono e avvelenano chiunque gli si avvicini.>",plant,0575,"Plant matter",1/3,,"",
743,"Aether Splicer","LV: 58 | A fractured automaton fused with aetheric energies, slicing foes with electric arcs and draining their vigor.
<Char:$SphereAutomaton>
<Archetype: Drone>
<Biome: Abandoned Mines, Glacial Wastes, Secret Laboratory, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un automa fratturato fuso con energie eteriche, che affetta i nemici con archi elettrici e ne prosciuga il vigore.>",mechanical,0582,"Circuit Board",1/5,0583,"Microchip",1/5
744,"Gloomscale Basilisk","LV: 63 | A subterranean serpent with scales of shadow and venom so potent it petrifies flesh on contact.
<Char:$SerpentineWyvern>
<Archetype: Serpent>
<Biome: Mountains>
<Speed: 4>
<Movement: Approach>
<It: Un serpente sotterraneo con scaglie d'ombra e un veleno così potente da pietrificare la carne al contatto.>",biological,0571,"Leather",1/4,,"",
745,"Cinderheart Scion","LV: 60 | A demonspawn mage born of volcanic fury, its molten heart unleashes searing infernos and ash storms.
<Char:$CrimsonImp>
<Archetype: Demon>
<Biome: Cursed Lands, Highlands, Sky Isles, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Un mago demoniaco nato dalla furia vulcanica, il cui cuore fuso scatena inferni roventi e tempeste di cenere.>",biological,0571,"Leather",1/4,,"",
746,"Echo Wisp","LV: 57 | A restless spirit of sound and shadow, its haunting echoes disorient enemies and sap their will.
<Char:$PoisonGhost>
<Archetype: Ghost>
<Biome: Spirit Realm>
<Speed: 5>
<Movement: Approach>
<It: Uno spirito inquieto di suoni e ombre, i cui echi inquietanti disorientano i nemici e indeboliscono la loro volontà.>",spirit,0579,"Arcane Essence",1/4,,"",
747,"Arctic Wolf","LV: 30 | A fierce pack predator of the frozen north, tearing through prey with razor-sharp fangs.
<Char:$ArcticWolf>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un feroce predatore in branco del gelido nord, che squarcia la preda con zanne affilate come rasoi.>",biological,0574,"Meat",1/3,,"",
748,"Scavenging Coyote","LV: 28 | A cunning scavenger that strikes weakened prey and slips away into the brush.
<Char:$ScavengingCoyote>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un astuto spazzino che colpisce le prede indebolite e si nasconde nella vegetazione.>",biological,0573,"Bone",1/4,,"",
749,"Mad Boar","LV: 32 | A hulking boar driven into a frenzy, trampling anything in its path with deadly tusks.
<Char:$MadBoar>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un cinghiale gigantesco, spinto dalla frenesia, che calpesta tutto ciò che incontra sul suo cammino con le sue zanne mortali.>",biological,0573,"Bone",1/5,0571,"Leather",1/3
750,"Kodiak Bear","LV: 35 | A massive ursine apex predator, swiping and mauling foes with bone-crushing strength.
<Char:$KodiakBear>
<Archetype: Beast>
<Biome: Mountains>
<Speed: 4>
<Movement: Approach>
<It: Un enorme predatore orsino di vertice, che colpisce e massacra i nemici con una forza tale da spezzare le ossa.>",biological,0571,"Leather",1/5,,"",
751,"Rummaging Opossum","LV: 25 | A nocturnal scavenger that feigns death to avoid attackers before striking with surprising ferocity.
<Char:$RummagingOpossum>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Uno spazzino notturno che finge di essere morto per evitare gli aggressori prima di colpire con sorprendente ferocia.>",biological,0571,"Leather",1/4,,"",
752,"Rhinobeetle","LV: 30 | A burly beetle armored in horned chitin, goring foes with its razor-sharp mandibles.
<Char:$RhinoBeetle>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un corpulento scarabeo ricoperto di chitina cornuta, che infilza i nemici con le sue mandibole affilate come rasoi.>",biological,0571,"Leather",1/5,0574,"Meat",1/4
753,"Spikey Porcupine","LV: 28 | A stout rodent bristling with quills, spraying foes with barbed spines when threatened.
<Char:$SpikeyPorcupine>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un roditore robusto e irto di aculei, che quando si sente minacciato, spruzza i suoi aculei sui nemici.>",biological,0571,"Leather",1/4,,"",
754,"Stomping Elephant","LV: 40 | A titanic pachyderm whose thunderous steps crush bone and shatter shields alike.
<Char:$StompingElephant>
<Archetype: Beast>
<Biome: Highlands, Mountains, Sky Isles>
<Speed: 4>
<Movement: Approach>
<It: Un pachiderma titanico i cui passi fragorosi frantumavano ossa e mandavano in frantumi gli scudi.>",biological,0571,"Leather",1/5,0573,"Bone",1/4
755,"Shadow Bat","LV: 25 | A nocturnal flier emitting a disorienting screech that blinds prey before the kill.
<Char:$SwoopingBat>
<Archetype: Beast>
<Biome: Caves>
<Speed: 4>
<Movement: Approach>
<It: Un volatile notturno che emette uno stridio disorientante che acceca la preda prima di ucciderla.>",biological,0573,"Bone",1/3,,"",
756,"Tunneling Mole","LV: 23 | A feral digger that bursts from below, tripping foes with a seismic charge.
<Char:$TunnelingMole>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Uno scavatore selvaggio che esplode dal basso, facendo inciampare i nemici con una carica sismica.>",biological,0571,"Leather",1/3,0574,"Meat",1/2
757,"Sand Cobra","LV: 35 | A venomous serpent of the dunes, striking with deadly precision and injecting potent toxins.
<Char:$SandCobra>
<Archetype: Beast>
<Biome: Desert>
<Speed: 4>
<Movement: Approach>
<It: Un serpente velenoso delle dune, che colpisce con precisione mortale e inietta potenti tossine.>",biological,0573,"Bone",1/4,,"",
758,"Polar Bear","LV: 45 | A massive bear of the frozen wastes, its crushing paws and icy breath punish any who dare approach.
<Char:$PolarBear>
<Archetype: Beast>
<Biome: Mountains>
<Speed: 4>
<Movement: Approach>
<It: Un enorme orso delle lande ghiacciate, le cui zampe schiaccianti e il cui alito gelido puniscono chiunque osi avvicinarsi.>",biological,0571,"Leather",1/5,,"",
759,"Rancorous Bull","LV: 38 | A furious bull with iron-hard horns, goring and trampling its foes in a relentless charge.
<Char:$RancorousBull>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un toro furioso dalle corna dure come il ferro, che incorna e calpesta i suoi nemici in una carica implacabile.>",biological,0574,"Meat",1/3,0573,"Bone",1/3
760,"Ominous Raven","LV: 30 | A sleek black bird whose chilling cry foretells doom; it blinds prey with a cloud of enchanted dust.
<Char:$OminousRaven>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un elegante uccello nero il cui grido agghiacciante predice la sventura; acceca la preda con una nuvola di polvere incantata.>",biological,0574,"Meat",1/2,,"",
761,"Bald Eagle","LV: 50 | A regal raptor that dives at break-neck speed, shredding armor with its talons and piercing cry.
<Char:$BaldEagle>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un rapace regale che si lancia in picchiata a velocità vertiginosa, lacerando l'armatura con i suoi artigli e lanciando un grido acuto.>",biological,0573,"Bone",1/5,,"",
762,"Dune Fang","LV: 35 | A venom-soaked serpent of the dunes, its fangs drip a paralytic toxin that cripples prey.
<Char:$SandCobra>
<Archetype: Beast>
<Biome: Desert>
<Speed: 4>
<Movement: Approach>
<It: Un serpente delle dune intriso di veleno, le cui zanne secernono una tossina paralizzante che paralizza la preda.>",biological,0573,"Bone",1/5,0571,"Leather",1/3
763,"Frostback Ursid","LV: 45 | A massive cave bear whose icy fur shields it from harm as it rends flesh with chilling mauls.
<Char:$CaveBear>
<Archetype: Beast>
<Biome: Glacial Wastes, Mountains, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un enorme orso delle caverne la cui pelliccia ghiacciata lo protegge dai danni mentre lacera la carne con agghiaccianti machete.>",biological,0573,"Bone",1/5,,"",
764,"Ironhoof Charger","LV: 38 | A furious bull with iron-like horns, battering foes senseless in a brutal charge.
<Char:$RancorousBull>
<Archetype: Beast>
<Biome: Caves>
<Speed: 4>
<Movement: Approach>
<It: Un toro furioso con corna di ferro, che travolge i nemici fino a stordirli con una carica brutale.>",biological,0571,"Leather",1/4,0574,"Meat",1/3
765,"Nightwisp","LV: 30 | A shadowy raven whose piercing screech blinds prey before a silent, deadly descent.
<Char:$OminousRaven>
<Archetype: Beast>
<Biome: Spirit Realm>
<Speed: 4>
<Movement: Approach>
<It: Un corvo ombroso il cui stridio acuto acceca la preda prima di una discesa silenziosa e mortale.>",spirit,0579,"Arcane Essence",1/2,,"",
